0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
37,19,1,1,2,0,1,3,4,1,1,2,2,2,2,2,0
57,20,4,2,1,0,1,1,4,2,1,2,2,2,2,2,0
64,19,2,0,1,0,1,1,4,4,1,2,2,2,2,2,0
59,21,3,0,2,0,1,1,4,1,1,2,2,2,1,1,1
57,16,2,0,2,0,1,1,4,2,1,2,2,2,2,1,1
46,20,1,1,2,0,1,1,4,1,1,2,2,2,1,1,1
33,9,1,1,2,0,5,1,4,1,2,2,2,2,2,8,0
29,22,1,0,2,0,5,1,4,1,2,2,2,2,1,6,1
51,17,1,0,1,0,1,1,4,2,1,2,2,1,2,1,0
8,6,5,2,2,4,1,1,0,2,1,2,2,2,2,1,0
25,17,5,2,2,0,1,1,4,4,1,2,2,2,1,1,1
71,21,1,1,1,0,1,1,4,2,1,1,2,2,2,1,0
49,17,5,16,2,0,1,1,4,4,1,2,2,2,1,1,0
56,24,1,1,1,0,1,1,4,2,1,2,1,2,1,1,0
67,18,3,0,2,0,1,1,4,1,1,2,2,2,2,1,0
74,21,2,0,2,0,1,1,4,1,1,2,2,2,2,1,0
66,18,3,0,2,0,1,1,4,1,1,2,2,2,2,1,0
0,0,5,2,2,2,1,0,0,4,1,2,2,0,2,6,0
62,21,1,0,2,0,1,1,4,1,1,2,2,2,2,1,0
41,21,1,0,2,0,1,1,4,2,1,2,2,2,2,1,0
26,22,5,0,2,0,1,1,4,2,1,2,2,2,2,1,1
20,13,5,10,2,0,1,3,4,2,1,2,2,2,1,1,1
30,20,1,0,2,0,1,1,4,2,1,2,2,2,2,1,1
67,9,1,0,1,0,1,1,4,3,1,2,1,2,1,1,0
79,16,1,0,2,0,1,1,4,4,1,2,2,2,1,1,0
74,22,3,0,1,0,1,1,4,1,1,1,1,1,2,1,0
63,16,4,0,1,0,1,1,4,1,1,2,1,2,2,2,0
1,0,5,2,2,1,1,1,0,3,1,2,2,0,1,1,0
55,18,2,12,1,0,1,3,4,3,1,2,2,2,2,1,1
58,16,1,1,2,0,1,1,4,1,1,2,2,2,1,2,0
5,1,5,2,2,1,1,1,0,1,1,2,2,2,2,2,0
76,12,4,0,1,0,1,1,4,2,1,1,1,2,1,1,0
39,16,1,1,2,0,1,1,4,3,1,2,2,2,1,3,1
4,1,5,4,2,1,1,1,0,1,1,2,2,0,1,9,0
49,21,1,1,2,0,1,1,4,1,1,2,2,2,1,1,1
20,18,5,2,2,0,1,1,4,1,1,2,2,2,2,1,0
0,0,5,2,2,1,1,0,0,1,1,2,2,0,2,1,0
12,1,5,2,2,7,1,1,0,1,1,2,2,2,2,2,0
51,23,1,0,2,0,1,1,4,1,1,2,2,2,1,1,1
18,16,5,0,2,0,1,1,4,1,1,2,2,2,2,2,0
7,3,5,2,2,1,3,1,0,2,1,2,2,2,1,1,0
57,19,1,0,2,0,3,1,4,2,1,2,2,2,2,9,0
50,21,1,0,2,0,1,1,4,1,1,2,2,2,1,1,1
64,22,1,1,2,0,1,1,4,2,1,2,2,2,1,1,0
43,12,1,0,2,0,1,1,4,4,1,2,2,2,1,1,1
51,21,3,0,2,0,1,1,2,2,1,2,2,2,1,1,1
74,21,1,1,1,0,1,1,4,1,1,1,1,2,2,1,0
18,18,5,17,2,0,1,3,4,1,1,2,2,2,2,1,0
51,19,1,1,2,0,1,1,4,1,1,2,2,2,2,1,1
68,16,1,0,2,0,1,1,4,1,1,2,2,2,2,1,0
78,16,1,1,1,0,1,1,4,4,1,2,2,2,2,2,0
52,14,5,0,2,0,1,1,4,1,1,2,2,2,1,1,0
54,21,1,1,2,0,1,1,4,4,1,2,2,2,1,1,1
58,19,1,9,2,0,1,1,4,2,1,2,2,2,1,1,1
27,21,1,1,2,0,1,1,4,1,1,2,2,2,2,1,1
65,23,1,0,2,0,1,1,4,1,1,2,2,2,1,1,1
75,16,1,0,2,0,1,1,4,4,1,2,2,2,1,9,0
61,20,2,0,2,0,1,1,4,1,1,2,2,2,2,1,1
79,23,1,1,2,0,1,1,4,2,1,2,2,2,2,1,0
3,1,5,2,2,1,1,1,0,2,1,2,2,0,1,1,0
68,18,1,0,2,0,1,1,4,1,1,2,2,2,2,1,0
58,21,1,0,2,0,1,1,4,1,1,2,2,2,1,1,1
9,5,5,2,2,1,1,1,0,1,1,2,2,2,1,1,0
2,0,5,2,2,7,1,3,0,4,1,2,2,0,2,1,0
68,1,5,16,1,0,1,1,4,1,1,2,2,1,1,1,0
87,13,2,0,2,0,1,1,4,1,1,2,2,2,2,1,0
77,18,2,13,2,0,1,1,2,1,1,2,2,2,1,1,0
17,11,5,2,2,5,1,1,4,4,1,2,2,2,1,1,0
78,13,2,0,1,0,1,1,4,4,1,2,2,1,2,1,1
12,8,5,2,2,1,1,1,0,1,1,2,2,2,1,1,0
24,19,5,3,2,0,1,1,4,1,1,2,2,2,2,2,1
72,22,1,0,2,0,1,1,2,2,1,2,2,2,2,1,0
0,0,5,2,2,7,1,0,0,1,1,2,2,0,1,2,0
67,19,2,0,2,0,1,1,4,4,1,2,2,2,2,2,1
7,3,5,2,2,2,1,3,0,1,1,2,2,2,2,1,0
25,21,5,12,2,0,1,3,4,1,1,2,2,2,1,1,1
87,12,2,0,1,0,1,1,4,1,1,1,1,2,2,1,0
73,21,2,16,1,0,1,1,4,4,1,1,1,1,2,1,0
66,22,1,1,2,0,1,1,4,3,1,2,2,2,2,1,0
51,16,1,1,2,0,1,1,4,3,1,2,2,2,2,1,1
93,19,2,0,2,0,1,1,4,4,1,2,2,2,2,1,0
11,9,5,4,2,1,1,1,0,4,1,2,2,2,1,1,0
61,16,5,0,2,0,1,1,4,2,1,2,2,2,1,1,1
16,13,5,7,2,7,1,1,0,1,1,2,2,2,2,1,1
25,19,5,2,2,0,1,1,4,4,1,2,2,2,2,1,1
3,1,5,2,2,8,1,1,0,1,1,2,2,0,2,2,0
57,21,4,0,2,0,1,3,4,2,1,2,2,2,2,1,0
56,16,1,1,2,0,1,1,4,4,1,2,2,2,1,1,1
31,16,4,2,2,0,1,1,4,2,1,2,2,2,1,1,1
5,1,5,2,2,1,1,1,0,2,1,2,2,2,2,1,0
27,16,5,0,2,0,1,3,4,4,1,2,2,2,1,1,0
57,18,1,1,2,0,1,1,4,1,1,2,2,2,1,1,1
69,16,1,0,2,0,1,1,4,1,1,2,2,2,2,1,0
93,10,2,0,1,0,1,1,4,4,1,2,2,2,2,1,0
12,9,5,2,2,1,1,1,0,1,1,2,2,2,1,8,0
51,11,5,11,1,0,1,1,4,1,1,2,1,1,1,2,0
69,16,1,1,2,0,1,3,4,4,1,2,2,2,2,1,1
46,16,1,1,2,0,1,1,4,4,1,2,2,2,2,1,0
24,18,5,17,2,0,1,1,4,4,1,2,2,2,2,2,0
23,21,5,0,2,0,1,3,4,1,1,2,2,2,1,1,1
21,16,1,1,2,0,1,1,4,1,1,2,2,2,1,1,1
61,16,1,1,2,0,1,1,4,1,1,2,2,2,1,1,1
22,21,1,1,2,0,1,1,4,2,1,2,2,2,2,1,1
65,17,2,0,2,0,1,1,4,1,1,2,2,2,2,1,0
34,22,1,1,2,0,1,1,4,2,1,2,2,2,2,1,1
72,16,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
73,16,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
39,1,5,2,2,0,1,1,4,1,1,2,2,2,2,2,0
7,3,5,2,1,2,1,1,0,2,1,2,2,1,2,1,0
16,14,5,2,2,1,1,1,0,1,1,2,2,2,2,1,0
13,10,5,2,2,1,1,1,0,4,1,2,2,2,2,1,0
59,20,1,0,1,0,1,1,4,1,1,2,1,2,1,1,1
38,13,5,12,2,0,1,1,4,4,1,2,2,2,2,1,0
33,22,1,0,2,0,1,1,4,2,1,2,2,2,2,1,1
26,19,1,0,2,0,1,3,4,1,1,2,2,2,1,1,1
25,17,1,1,2,0,1,3,4,4,1,2,2,2,2,1,1
71,21,1,0,1,0,1,1,2,2,1,1,2,2,1,3,0
39,17,3,5,2,0,1,1,4,4,1,2,2,2,1,2,1
39,19,5,0,2,0,1,1,4,4,1,2,2,2,2,1,1
8,6,5,2,2,3,1,1,0,4,1,2,2,2,2,1,0
27,21,5,0,2,0,5,1,4,1,2,2,2,2,2,2,1
82,7,1,0,1,0,4,1,4,1,2,1,1,2,1,1,0
54,19,5,0,2,0,1,1,4,1,1,2,2,2,2,2,1
65,23,1,1,2,0,1,1,4,2,1,2,2,2,2,1,1
0,0,5,2,2,1,1,0,0,2,1,2,2,0,2,1,0
1,0,5,2,2,7,1,3,0,1,1,2,2,0,2,2,0
30,20,1,0,2,0,1,3,4,2,1,2,2,2,1,9,1
71,16,1,1,1,0,1,1,4,4,1,1,2,2,2,1,1
73,24,1,0,2,0,1,1,4,1,1,2,2,2,1,1,0
3,1,5,2,2,1,1,1,0,1,1,2,2,0,2,1,0
69,16,1,0,1,0,1,3,2,4,1,1,2,2,1,1,0
68,16,1,1,2,0,1,1,4,4,1,2,2,2,2,1,0
29,21,1,0,2,0,1,3,4,1,1,2,2,2,1,1,1
32,16,5,0,2,0,1,1,4,4,1,2,2,2,2,2,1
62,20,1,0,2,0,1,1,4,1,1,2,2,2,2,1,1
47,15,3,2,2,0,5,1,4,1,2,2,2,2,1,8,0
15,12,5,3,2,1,1,3,0,1,1,2,2,2,2,1,0
22,19,5,2,2,0,1,1,4,1,1,2,2,2,2,1,1
24,16,5,2,2,0,1,1,4,1,1,2,2,2,2,2,0
56,16,2,9,2,0,1,1,4,4,1,2,2,2,2,1,0
27,16,1,1,2,0,1,1,4,1,1,2,2,2,2,1,1
63,20,2,0,1,0,1,1,2,2,1,2,2,2,2,2,0
59,23,1,0,2,0,1,1,4,1,1,2,2,2,1,1,1
46,22,1,1,2,0,1,1,4,1,1,2,2,2,2,1,1
11,8,5,2,2,1,1,1,0,1,1,2,2,2,1,2,0
44,16,1,1,2,0,1,1,2,4,1,2,2,2,1,1,1
93,17,2,0,2,0,1,1,4,1,1,2,2,2,2,1,0
52,21,1,0,2,0,1,1,4,1,1,2,2,2,1,1,1
36,20,1,1,2,0,5,1,4,2,2,2,2,2,2,9,0
28,16,5,2,2,0,1,3,4,1,1,2,2,2,1,1,1
32,22,1,1,2,0,1,1,4,1,1,2,2,2,1,1,1
61,17,4,0,2,0,1,1,4,1,1,2,2,2,2,2,1
5,1,5,2,2,2,1,1,0,2,1,2,2,2,1,1,0
67,22,1,0,2,0,1,1,4,1,1,2,2,2,2,2,1
76,16,1,0,2,0,1,1,4,1,1,2,2,2,1,2,0
73,16,3,0,2,0,1,1,4,1,1,2,2,2,2,1,0
20,19,5,12,2,0,1,1,4,1,1,2,2,2,1,1,1
10,6,5,2,2,1,1,1,0,1,1,2,2,2,2,1,0
64,16,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
55,19,3,0,2,0,1,1,4,4,1,2,2,2,2,2,1
68,20,1,0,2,0,1,1,3,1,1,2,2,2,1,1,0
28,20,5,2,2,0,1,1,4,1,1,2,2,2,1,1,1
10,8,5,7,2,0,1,1,0,4,1,2,2,2,2,2,0
50,21,1,1,2,0,1,1,4,1,1,2,2,2,2,1,1
42,1,5,10,1,0,1,1,4,1,1,1,2,1,2,1,0
17,16,5,2,2,1,1,1,3,4,1,2,2,2,1,1,1
18,18,5,17,2,0,1,3,4,2,1,2,2,2,2,1,1
57,19,1,0,2,0,1,1,4,1,1,2,2,2,2,1,1
48,22,1,0,2,0,1,1,4,1,1,2,2,2,2,1,1
15,12,5,2,2,1,1,1,0,1,1,2,2,2,2,1,0
62,16,1,0,2,0,1,1,4,1,1,2,2,2,1,1,1
67,16,1,0,2,0,1,1,4,3,1,2,2,2,2,1,0
62,1,3,10,2,0,1,1,4,1,1,2,2,2,2,2,1
1,0,5,2,2,7,1,3,0,3,1,2,2,0,2,2,0
93,21,2,16,1,0,1,1,4,4,1,1,2,1,2,1,0
93,12,2,0,2,0,1,1,4,3,1,2,2,2,2,1,0
10,7,5,2,2,5,1,1,0,4,1,2,2,2,1,1,0
66,17,2,0,2,0,1,1,4,2,1,2,2,2,2,1,0
54,21,1,0,2,0,1,1,4,1,1,2,2,2,2,2,1
56,16,1,1,2,0,1,1,4,4,1,2,2,2,2,1,1
47,22,2,0,2,0,1,1,4,2,1,2,2,2,2,1,1
12,9,5,2,2,7,1,1,0,1,1,2,2,2,1,2,0
66,17,1,0,2,0,1,1,4,1,1,2,2,2,1,1,0
18,18,5,17,2,0,1,3,4,1,1,2,2,2,1,2,0
22,19,5,13,2,0,1,3,4,1,1,2,2,2,2,1,1
74,19,1,0,1,0,1,1,4,2,1,2,2,2,1,1,0
55,16,1,1,2,0,1,1,4,1,1,2,2,2,2,1,1
6,3,5,2,2,2,1,1,0,1,1,2,2,2,2,1,0
84,11,1,1,1,0,1,1,4,1,1,1,2,2,1,1,1
61,16,3,0,1,0,1,1,4,1,1,2,2,2,2,2,0
15,10,5,2,1,2,1,1,0,4,1,2,2,1,1,1,0
58,21,1,0,2,0,1,1,4,1,1,2,2,2,1,1,1
78,14,5,0,1,0,1,1,4,1,1,2,2,1,2,2,0
58,21,1,1,2,0,1,1,4,1,1,2,2,2,2,1,1
69,18,1,0,2,0,1,1,2,1,1,2,2,2,1,2,0
5,2,5,2,2,1,1,1,0,2,1,2,2,2,2,1,0
68,16,3,16,1,0,1,3,2,1,1,2,2,2,1,1,0
62,18,1,1,2,0,1,1,4,4,1,2,2,2,2,1,1
41,16,2,17,1,0,1,1,4,4,1,2,2,2,1,1,0
59,19,1,1,2,0,1,1,4,4,1,2,2,2,2,1,1
61,16,3,0,2,0,1,1,4,4,1,2,2,2,1,1,1
6,3,5,2,2,2,1,1,0,1,1,2,2,2,1,1,0
13,10,5,2,2,2,1,1,0,1,1,2,2,2,1,1,0
66,22,1,0,1,0,1,1,4,1,1,1,2,2,1,1,1
58,19,1,0,2,0,1,1,4,3,1,2,2,2,1,1,1
77,22,2,0,2,0,1,1,4,4,1,2,2,2,2,2,0
13,10,5,2,2,2,1,1,0,1,1,2,2,2,1,2,0
65,12,1,0,1,0,1,1,4,1,1,1,1,1,1,1,0
68,19,1,1,1,0,1,1,2,1,1,1,1,2,1,2,0
55,12,3,0,1,0,1,1,4,4,1,2,2,2,1,1,0
10,7,5,2,2,2,1,1,0,1,1,2,2,2,1,1,0
13,10,5,4,1,3,1,1,0,4,1,2,2,1,2,8,0
57,16,1,0,1,0,1,1,4,1,1,1,2,1,1,1,1
57,19,2,0,1,0,1,1,4,2,1,2,1,1,2,9,0
35,21,1,0,2,0,1,1,4,1,1,2,2,2,1,1,1
62,18,1,1,1,0,1,1,4,2,1,2,2,2,2,1,0
69,22,1,0,2,0,1,1,4,4,1,2,2,2,1,1,0
36,24,1,0,2,0,1,1,4,3,1,2,2,2,2,1,1
38,21,1,1,2,0,1,1,4,1,1,2,2,2,1,1,1
0,0,5,2,2,2,1,0,0,2,1,2,2,0,1,1,0
4,1,5,2,2,7,1,1,0,2,1,2,2,0,1,1,0
88,1,2,0,1,0,1,1,4,2,1,1,2,2,2,1,0
45,13,3,7,2,0,1,3,4,4,1,2,2,2,1,9,1
14,11,5,2,2,7,1,1,0,4,1,2,2,2,2,1,0
74,19,1,0,1,0,1,1,2,1,1,1,2,2,1,1,1
23,20,5,2,2,0,1,1,4,4,1,2,2,2,1,1,1
13,10,5,2,2,1,1,1,0,2,1,2,2,2,2,9,0
36,12,5,17,1,0,1,1,4,2,1,2,2,1,1,2,0
30,16,5,13,2,0,1,3,4,1,1,2,2,2,2,2,0
50,16,1,0,2,0,1,1,4,1,1,2,2,2,2,1,1
53,20,1,0,2,0,1,1,4,1,1,2,2,2,2,1,0
66,21,1,0,1,0,1,1,4,1,1,1,2,2,1,1,1
30,1,5,3,2,0,1,1,4,4,1,2,2,2,2,2,1
54,20,3,0,2,0,1,1,4,1,1,2,2,2,2,1,0
73,16,1,1,1,0,1,1,4,2,1,1,2,2,2,1,0
81,16,2,0,2,0,1,1,3,4,1,2,2,2,1,1,0
55,19,1,0,1,0,1,2,2,1,1,2,2,1,2,2,0
72,16,1,0,2,0,1,1,2,1,1,2,2,2,1,2,1
59,10,1,0,1,0,1,1,4,3,1,1,2,2,1,1,0
20,19,5,7,2,0,1,1,4,1,1,2,2,2,1,1,1
34,18,1,1,2,0,1,3,4,4,1,2,2,2,2,1,1
58,16,1,0,2,0,1,1,4,4,1,2,2,2,1,1,1
49,22,3,0,2,0,1,1,4,1,1,2,2,2,1,2,1
57,12,3,0,1,0,1,1,4,1,1,2,2,2,2,1,0
64,19,1,0,1,0,1,1,4,4,1,1,1,2,1,1,0
43,16,5,2,1,0,1,1,4,1,1,2,2,1,1,2,0
65,21,1,0,1,0,1,1,4,2,1,2,2,2,1,1,0
28,21,1,1,2,0,1,3,4,1,1,2,2,2,2,1,1
75,16,1,0,2,0,1,1,4,4,1,2,2,2,2,1,0
32,19,2,0,2,0,1,1,4,1,1,2,2,2,2,2,1
30,23,5,0,2,0,4,3,4,1,2,2,2,2,2,1,1
35,12,1,1,2,0,5,1,4,1,2,2,2,2,2,1,0
26,16,5,2,1,0,1,1,4,4,1,2,2,1,1,1,0
10,7,5,7,2,5,1,1,0,4,1,2,2,2,2,1,0
70,15,1,1,1,0,1,1,4,1,1,2,2,2,1,1,0
38,19,4,0,2,0,1,3,4,2,1,2,2,2,2,1,1
34,15,1,0,2,0,5,1,4,1,2,2,2,2,1,5,1
12,9,5,2,2,5,1,1,0,1,1,2,2,2,2,2,0
2,0,5,2,2,5,1,1,0,4,1,2,2,0,1,1,0
16,11,5,2,2,8,1,1,0,2,1,2,2,2,1,1,0
14,11,5,2,2,1,1,1,0,1,1,2,2,2,1,1,0
7,4,5,7,2,7,1,1,0,1,1,2,2,2,2,2,0
56,16,1,0,2,0,1,1,4,1,1,2,2,2,1,2,1
18,14,5,2,2,0,1,1,4,1,1,2,2,2,2,2,0
93,16,2,16,1,0,1,1,4,4,1,2,2,1,2,1,0
3,1,5,2,2,5,1,1,0,1,1,2,2,0,2,1,0
6,4,5,2,2,1,1,1,0,4,1,2,2,2,2,1,0
28,21,5,7,2,0,1,1,4,1,1,2,2,2,1,1,1
29,18,1,1,2,0,1,1,1,1,1,2,2,2,1,8,0
59,21,1,1,2,0,1,1,4,2,1,2,2,2,2,9,0
57,17,3,11,1,0,1,1,4,4,1,2,2,2,1,1,0
12,9,5,2,2,1,1,1,0,3,1,2,2,2,1,1,0
66,21,1,0,1,0,1,3,2,4,1,1,2,2,1,1,0
5,3,5,2,2,2,1,1,0,4,1,2,2,2,1,2,0
73,17,1,0,2,0,1,1,4,4,1,2,2,2,1,1,0
0,0,5,15,2,0,1,0,0,2,1,2,2,0,1,9,0
46,19,3,0,2,0,1,1,4,2,1,2,2,2,1,1,0
30,16,3,0,2,0,1,3,4,2,1,2,2,2,2,1,1
62,16,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
35,16,5,0,2,0,1,1,4,1,1,2,2,2,2,2,1
38,18,1,1,2,0,1,1,4,2,1,2,2,2,2,1,1
22,21,5,0,2,0,1,3,4,2,1,2,2,2,2,1,1
59,16,1,1,2,0,1,1,4,4,1,2,2,2,1,1,1
57,20,1,0,1,0,1,1,4,1,1,2,2,2,2,2,1
41,21,1,0,2,0,1,1,4,1,1,2,2,2,2,2,1
93,13,2,0,2,0,1,1,2,1,1,2,2,2,1,2,0
54,16,1,1,2,0,1,1,4,2,1,2,2,2,2,1,1
18,14,5,2,2,0,1,1,4,1,1,2,2,2,1,2,0
43,20,1,1,2,0,1,1,4,3,1,2,2,2,2,1,1
17,13,5,2,2,1,1,1,4,3,1,2,2,2,1,1,0
59,16,1,1,2,0,1,1,4,1,1,2,2,2,2,1,1
10,7,5,2,2,1,1,1,0,1,1,2,2,2,2,1,0
29,20,1,1,2,0,1,1,4,1,1,2,2,2,2,1,1
32,22,1,0,2,0,1,1,4,1,1,2,2,2,2,1,1
27,18,5,16,2,0,1,3,4,1,1,2,2,2,1,1,0
23,16,5,0,2,0,1,3,4,1,1,2,2,2,2,2,1
28,18,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
80,11,2,0,1,0,1,1,4,1,1,2,2,2,2,1,0
24,19,5,12,2,0,1,1,4,4,1,2,2,2,1,1,1
57,21,1,1,2,0,1,1,4,1,1,2,2,2,2,2,1
16,14,5,3,2,1,1,1,0,1,1,2,2,2,2,1,0
49,21,1,1,2,0,1,1,4,2,1,2,2,2,2,1,1
30,17,1,0,2,0,1,3,4,1,1,2,2,2,2,1,1
69,16,1,0,2,0,1,1,4,1,1,2,2,2,1,1,0
41,24,1,0,2,0,1,1,4,2,1,2,2,2,2,6,1
38,16,3,0,2,0,1,1,4,4,1,2,2,2,2,1,0
64,16,3,13,2,0,1,1,4,1,1,2,2,2,1,1,0
47,18,1,1,2,0,1,1,2,1,1,2,2,2,1,1,1
55,13,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
58,20,1,0,2,0,1,1,4,1,1,2,2,2,2,1,1
75,19,2,0,2,0,1,1,4,2,1,2,2,2,2,1,0
48,12,3,6,1,0,1,3,4,4,1,2,2,2,1,1,0
68,23,1,0,2,0,1,1,4,2,1,2,2,2,2,1,0
43,20,1,1,2,0,1,1,4,4,1,2,2,2,2,1,1
63,19,2,0,1,0,1,1,4,1,1,2,2,2,2,2,0
74,16,2,0,2,0,1,1,4,4,1,2,2,2,2,1,0
31,19,3,0,2,0,1,3,4,4,1,2,2,2,2,1,1
69,19,3,0,2,0,5,1,4,2,2,2,2,2,2,1,1
53,16,1,1,2,0,1,1,4,4,1,2,2,2,1,1,1
4,2,5,4,2,1,1,1,0,4,1,2,2,0,2,1,0
17,14,5,2,2,1,1,1,4,2,1,2,2,2,2,1,1
70,16,1,1,2,0,1,1,3,1,1,2,2,2,1,1,0
26,19,1,1,2,0,5,1,4,4,2,2,2,2,2,1,0
12,9,5,2,2,1,1,3,0,2,1,2,2,2,1,1,0
71,16,1,1,2,0,1,1,4,2,1,2,2,2,2,1,0
26,21,5,0,2,0,1,3,4,3,1,2,2,2,2,1,1
48,16,1,1,2,0,1,1,4,1,1,2,2,2,1,1,1
51,16,1,1,2,0,1,1,4,4,1,2,2,2,2,1,1
15,10,5,2,2,1,1,1,0,1,1,2,2,2,2,1,0
57,19,1,1,2,0,1,1,4,1,1,2,2,2,1,1,0
72,13,1,0,2,0,1,1,4,1,1,2,2,2,1,1,0
31,21,5,5,2,0,5,3,4,1,2,2,2,2,2,8,1
19,19,5,7,2,0,1,1,4,1,1,2,2,2,1,1,0
43,18,5,13,2,0,1,1,4,4,1,2,2,2,1,1,1
43,19,4,0,2,0,1,1,4,4,1,2,2,2,1,2,1
71,19,1,0,1,0,1,1,4,3,1,2,1,1,2,1,0
0,0,5,2,2,1,1,0,0,4,1,2,2,0,2,1,0
50,21,1,1,2,0,1,1,2,2,1,2,2,2,2,1,1
17,14,5,2,2,1,1,1,4,1,1,2,2,2,2,1,0
25,19,5,0,2,0,1,1,4,4,1,2,2,2,2,1,1
73,16,2,0,2,0,1,1,4,2,1,2,2,2,2,1,0
52,18,3,0,1,0,1,2,4,1,1,2,2,2,2,1,0
55,16,2,0,2,0,1,1,4,4,1,2,2,2,2,2,0
17,13,5,2,2,7,1,1,4,1,1,2,2,2,1,2,0
87,22,1,1,1,0,1,1,4,2,1,2,2,1,2,1,0
62,16,3,0,2,0,1,1,4,1,1,2,2,2,1,1,1
9,6,5,7,2,0,1,1,0,4,1,2,2,2,2,1,0
86,24,3,16,1,0,1,1,4,4,1,1,1,1,2,1,0
50,16,1,0,2,0,1,1,4,4,1,2,2,2,1,1,0
79,19,2,0,2,0,1,1,4,2,1,2,2,2,2,1,0
70,17,2,0,2,0,1,1,4,1,1,2,2,2,2,2,0
73,16,2,0,2,0,1,1,4,2,1,2,2,2,2,1,0
69,12,5,16,1,0,1,1,4,1,1,2,2,2,1,1,0
74,21,1,5,2,0,4,1,4,1,2,2,2,2,1,1,0
62,16,1,0,1,0,1,1,4,4,1,1,2,2,1,1,1
32,18,5,0,2,0,1,3,4,2,1,2,2,2,2,1,1
9,5,5,3,1,8,1,1,0,1,1,2,1,2,1,1,0
80,1,2,0,1,0,1,1,4,2,1,2,2,2,2,9,0
85,10,1,1,1,0,1,1,2,1,1,2,2,2,1,1,0
74,16,3,13,1,0,1,1,4,4,1,2,2,2,2,1,0
25,20,5,0,2,0,1,3,4,1,1,2,2,2,2,2,1
70,19,1,0,2,0,1,1,4,4,1,2,2,2,2,1,0
42,21,5,10,2,0,5,3,4,1,2,2,2,2,1,1,1
68,19,2,0,2,0,1,1,4,1,1,2,2,2,2,1,1
32,20,3,0,1,0,1,1,4,2,1,2,2,2,2,1,0
52,21,1,0,2,0,1,1,4,4,1,2,2,2,2,1,1
16,11,5,2,2,1,1,1,0,1,1,2,2,2,2,1,0
20,19,5,0,2,0,1,3,4,2,1,2,2,2,1,1,0
11,8,5,2,2,7,1,1,0,1,1,2,2,2,1,2,0
14,11,5,2,2,2,1,1,0,4,1,2,2,2,2,1,0
22,20,5,2,2,0,1,1,4,2,1,2,2,2,1,1,1
49,13,1,0,1,0,1,1,4,1,1,2,1,2,1,1,1
43,21,1,0,2,0,1,1,4,1,1,2,2,2,2,1,1
31,19,5,10,2,0,1,3,4,1,1,2,2,2,1,2,1
9,5,5,2,2,1,1,1,0,1,1,2,2,2,1,1,0
83,9,2,6,1,0,1,1,4,1,1,2,2,1,2,1,0
33,22,1,0,2,0,1,3,4,2,1,2,2,2,1,1,1
45,21,3,0,2,0,1,1,4,1,1,2,2,2,2,1,1
74,21,1,1,2,0,1,1,4,1,1,2,2,2,1,1,0
53,21,1,1,2,0,1,1,4,1,1,2,2,2,2,1,1
55,17,4,16,1,0,1,1,4,4,1,2,1,2,1,2,0
15,12,5,2,2,1,1,1,0,2,1,2,2,2,1,1,0
47,18,1,1,2,0,1,1,4,1,1,2,2,2,1,1,1
30,21,1,0,2,0,1,1,4,4,1,2,2,2,2,1,1
73,17,1,0,2,0,1,1,4,1,1,2,2,2,2,1,0
27,16,5,2,2,0,1,1,4,1,1,2,2,2,2,2,1
64,22,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
71,16,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
72,19,1,1,2,0,1,1,4,3,1,2,2,2,2,1,0
54,22,1,0,2,0,1,1,4,4,1,2,2,2,2,1,0
3,1,5,2,2,4,1,3,0,4,1,2,2,0,2,1,0
48,21,1,9,2,0,5,3,4,1,2,2,2,2,1,1,0
19,18,5,2,2,0,1,1,4,1,1,2,2,2,1,1,1
77,17,1,0,1,0,1,1,4,1,1,1,2,2,1,9,0
20,19,5,2,2,0,1,1,4,1,1,2,2,2,2,2,1
21,16,5,4,2,0,1,1,4,1,1,2,2,2,1,1,1
18,16,5,0,2,0,1,3,4,2,1,2,2,2,1,1,1
43,21,1,0,2,0,5,3,4,1,2,2,2,2,1,6,1
1,0,5,7,2,7,1,1,0,1,1,2,2,0,1,2,0
19,18,5,17,2,0,5,2,4,1,2,2,2,2,2,6,0
15,12,5,2,2,1,1,1,0,1,1,2,2,2,1,2,0
32,16,1,0,2,0,1,1,4,4,1,2,2,2,1,1,0
23,16,5,3,1,0,1,1,4,1,1,2,2,1,1,2,1
37,22,1,1,2,0,1,1,4,1,1,2,2,2,2,2,1
77,19,3,0,1,0,1,1,4,1,1,2,2,1,2,2,0
29,20,1,0,1,0,1,1,4,1,1,1,2,2,2,1,1
29,20,1,0,2,0,1,1,4,1,1,2,2,2,2,1,1
31,21,1,0,2,0,1,1,4,4,1,2,2,2,2,1,1
66,16,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
85,16,1,1,1,0,1,1,4,1,1,1,2,2,2,1,0
